Probe ID,Gene ID,Gene Symbol,bmdl,bmd,bmdu,Unadjusted P-Value,Adjusted P-Value,Max Fold Change,Max Fold Change Unsigned,FC Dose Level 1,FC Dose Level 2,FC Dose Level 3,FC Dose Level 4,FC Dose Level 5,FC Dose Level 6,FC Dose Level 7
A2M_12371,2,a2m,11.84833902,12.59423982,13.46883854,4.24E-12,2.27E-10,-3.3586822,3.3586822,1.0068685,1.0822828,-1.0984102,-1.0080366,-1.140443,-1.7907462,-3.3586822
AARS_3,,aars,14.51156709,17.07251448,21.2671017,0.00011014,0.000813619,1.9806904,1.9806904,1.1095622,1.017501,1.0606482,1.2266288,-1.1324985,1.3285325,1.9806904
AATF_26432,26574,aatf,15.29675844,16.9517659,21.47025826,5.00E-05,0.000390386,1.9465423,1.9465423,1.1302146,-1.659629,-1.1820562,-1.6314964,-1.1954265,-1.3261287,1.9465423
ABCA6_22690,23460,abca6,9.776147519,12.24926278,14.27421557,9.94E-12,4.69E-10,-6.945069,6.945069,-1.0660126,-1.1441017,-1.1287918,-1.1506993,-1.4238715,-1.5446931,-6.945069
ABCA6_28368,23460,abca6,7.16821921,7.708034165,8.370944733,1.53E-10,4.72E-09,-4.441841,4.441841,-1.0009716,-1.1238328,-1.1475841,-1.2611928,-1.3625787,-1.9892869,-4.441841
ABCB1_12,5243,abcb1,9.374178055,10.56850806,12.22464753,1.27E-06,1.57E-05,2.8085885,2.8085885,1.1565013,1.0911578,1.0274014,1.1350696,1.0209076,1.6427584,2.8085885
ABCC2_22,1244,abcc2,13.13867678,14.81772969,17.09421482,1.05E-06,1.34E-05,2.6409104,2.6409104,1.0647299,-1.0786837,-1.0024455,1.1635687,-1.0408651,1.5299873,2.6409104
ABCC2_26620,1244,abcc2,12.13480182,13.95455793,16.67491778,1.32E-05,0.000119587,2.4231987,2.4231987,-1.1339226,-1.0808886,-1.1696942,1.1326594,-1.23615,1.4870818,2.4231987
ABCG2_25072,9429,abcg2,7.372515649,9.194396795,13.1494172,0.013558352,0.04481245,3.5130842,3.5130842,1.209347,-1.35831,-1.2779311,-1.0008279,1.0410745,-1.122238,3.5130842
ACADL_23253,33,acadl,12.62434988,15.17675724,19.38555777,0.005225438,0.020631471,-1.8824692,1.8824692,1.0275546,1.0550117,-1.1251664,1.0272126,-1.2103846,-1.4878045,-1.8824692
ACADVL_20681,37,acadvl,17.66872242,20.8522324,25.66198849,1.48E-06,1.78E-05,1.7796758,1.7796758,1.0105572,1.0402296,-1.1238151,1.1439962,1.0366127,1.7796758,1.6626091
ACAT1_22692,38,acat1,63.14498063,149.0713249,1319.890757,3.20E-07,4.71E-06,1.6473391,1.6473391,-1.0280887,1.2073212,1.0012753,1.2951399,1.2218581,1.6473391,-1.1041044
ACAT2_56,39,acat2,7.270458604,7.550942128,7.843635255,0,0,-5.245535,5.245535,-1.0039177,-1.1231897,1.0281777,-1.0568084,-1.0626886,-2.6632502,-5.245535
ACOX1_20713,51,acox1,28.83695001,36.38727904,51.16323152,7.44E-07,9.95E-06,1.6710149,1.6710149,1.0593424,1.1961695,1.0353951,1.3005533,1.0923886,1.6710149,1.3653575
ACSL1_75,2180,acsl1,38.46874961,56.16774577,116.6666772,0.000286428,0.001822,1.524967,1.524967,-1.0700117,-1.0335099,1.0595007,1.2329485,1.4219866,1.524967,1.2272753
ACSL5_23312,51703,acsl5,16.30223064,19.22067894,23.69453012,3.60E-05,0.00028688,1.8830379,1.8830379,1.0618811,1.096487,1.0258809,1.0341119,1.3741122,1.3704801,1.8830379
ACTL6A_19294,86,actl6a,20.86175176,26.3494229,38.74058188,0.015487773,0.049455975,1.5587004,1.5587004,1.1772414,1.110892,1.1013789,-1.044888,-1.0975897,1.1588457,1.5587004
ADH1A_126,124,adh1a,13.54476888,14.22933515,14.97482573,1.19E-14,1.27E-12,-4.023166,4.023166,-1.0315393,-1.0987602,1.025159,-1.0830888,-1.2954601,-1.5679339,-4.023166
ADH1A_26384,124,adh1a;adh1b,16.36736393,17.5492744,18.93725607,1.98E-11,8.21E-10,-3.4043283,3.4043283,-1.1706504,-1.1708128,-1.0023063,-1.1487476,-1.2587744,-1.5816134,-3.4043283
ADH1B_20117,125,adh1b,16.36575447,17.4004087,18.63070248,1.98E-12,1.22E-10,-3.4362867,3.4362867,-1.1111348,-1.1344886,-1.0421071,-1.1790634,-1.2644112,-1.5470608,-3.4362867
AGL_162,178,agl,3.777719528,5.702799346,9.997941117,1.64E-05,0.000143288,-2.064419,2.064419,-1.068767,-1.0715418,1.1028699,-1.0923201,-1.3309281,-2.064419,-1.6489663
AHCY_174,,ahcy,20.97760001,26.46170504,37.81928268,0.011018319,0.038396445,1.5116075,1.5116075,1.2017984,-1.0287519,1.0705565,1.0572423,1.0044053,1.2873698,1.5116075
AHSA1_24801,10598,ahsa1,22.34333508,26.49937693,32.98903432,0.000437937,0.002679441,1.609739,1.609739,1.131077,1.0456532,1.0435264,1.0862787,1.0500566,1.2460663,1.609739
AKAP8L_196,26993,akap8l,18.00948972,43.31758812,352.6586161,0.001324392,0.006761149,-3.207053,3.207053,1.218806,1.2333663,-3.207053,1.5601791,1.0745702,1.475559,-1.1049627
AKR1B10_19908,57016,akr1b10,7.818413457,8.725798662,9.864169531,1.20E-08,2.52E-07,5.39436,5.39436,1.0804964,-1.0454576,-1.1920295,1.1499791,1.0088099,2.009988,5.39436
AKR1C2_28246,1646,akr1c2,12.36447187,13.67067105,15.07143949,2.94E-09,7.37E-08,3.2402496,3.2402496,-1.0813568,-1.3185467,-1.325312,-1.309571,-1.3996503,1.3169718,3.2402496
AKR1C3_203,8644,akr1c3,10.70358016,11.79985767,13.15551412,8.24E-09,1.87E-07,3.89941,3.89941,1.2872711,1.0894392,1.0579302,-1.0201659,1.0176482,1.6550145,3.89941
AKR1C3_26820,8644,akr1c3;akr1c1;akr1c4;akr1c2,13.57243754,14.86836382,16.37734059,4.44E-07,6.41E-06,3.065913,3.065913,-1.0078994,-1.0945129,-1.1104189,-1.0624014,-1.3277445,1.2929825,3.065913
ALAS1_28273,211,alas1,15.35539916,17.74975086,21.14973201,2.08E-06,2.34E-05,2.0233254,2.0233254,1.1311182,-1.0215116,1.2411225,1.0956719,1.3091747,1.5191746,2.0233254
ALB_217,213,alb,18.31299683,19.28261471,20.36440947,2.66E-15,3.56E-13,-3.034977,3.034977,-1.0013269,1.0199077,-1.0329218,1.0309265,-1.1528805,-1.7733028,-3.034977
ALDH3A2_26575,224,aldh3a2,24.45578481,30.02715737,39.79105315,0.000155398,0.00107837,1.5494598,1.5494598,1.0834919,1.2241906,1.0553207,1.2170827,1.1110342,1.4697042,1.5494598
ANO10_292,55129,ano10,7.954021804,9.191950523,10.95897213,2.47E-06,2.75E-05,2.9795258,2.9795258,-1.1875017,1.112311,1.1094137,1.2405647,1.1844019,1.4379756,2.9795258
ANXA5_14212,308,anxa5,27.02790102,32.21334385,41.02516802,0.001074394,0.005760047,1.5908396,1.5908396,1.0183387,-1.0500177,-1.0213205,-1.0843868,1.1643643,1.1061506,1.5908396
APOA1_26063,,apoa1,13.67231449,15.03905705,16.57814245,9.25E-11,2.97E-09,-3.0735795,3.0735795,1.0718439,1.0696533,1.1662785,1.0542177,-1.117304,-2.2992256,-3.0735795
APOE_358,348,apoe,30.37712175,37.80787692,51.50792916,0.014940704,0.047899896,-1.5425667,1.5425667,-1.00136,1.0591589,1.001495,1.0053216,-1.2160662,-1.1451772,-1.5425667
AQP9_378,366,aqp9,16.85107861,19.22592103,22.81450159,3.25E-06,3.46E-05,-2.0287442,2.0287442,-1.1420407,-1.2313432,-1.2019342,-1.2515643,1.1018544,-1.3498601,-2.0287442
ARF4_391,,arf4,21.31869602,26.61025552,37.26084276,0.006694048,0.025130113,1.6783345,1.6783345,1.0823938,1.274518,1.049908,1.1053495,-1.006794,1.2418102,1.6783345
ARHGEF2_423,9181,arhgef2,4.664042976,5.909832907,8.154354411,0.000426452,0.002619167,3.387294,3.387294,1.502905,1.1061046,1.1100423,1.4671731,2.073065,2.4803293,3.387294
ASS1_10887,445,ass1,23.13614542,26.40965531,31.38218029,8.99E-07,1.17E-05,1.6592098,1.6592098,1.105872,1.1658477,1.0319656,1.1100093,-1.0370425,1.4681088,1.6592098
ATF4_500,,atf4,20.44309857,22.21087163,24.52473137,8.32E-09,1.87E-07,1.8875344,1.8875344,1.0648791,-1.0479105,-1.0371974,-1.0290283,-1.0997304,1.2683406,1.8875344
ATF5_501,22809,atf5,38.35852516,53.98975247,100.3381465,0.000832604,0.004602291,1.5240942,1.5240942,1.0220451,1.1943538,1.2014481,1.0399339,-1.196822,1.5240942,1.2984617
ATIC_507,471,atic,15.23370999,18.27283677,23.16086523,1.84E-06,2.13E-05,1.8284609,1.8284609,1.1499442,1.2313069,-1.3772565,1.0942034,1.0233911,1.2874132,1.8284609
ATP1B1_527,481,atp1b1,20.93120601,26.65792427,39.4244269,0.000730386,0.004122568,1.5985168,1.5985168,1.0017936,-1.1698055,-1.0119008,-1.0141844,1.5985168,-1.3160771,-1.5661149
BAAT_614,570,baat,26.43290144,30.32348103,36.27065758,1.34E-05,0.000120521,-1.8839008,1.8839008,1.0261794,-1.0388092,1.0654212,-1.0298067,-1.3394372,-1.3807154,-1.8839008
BAMBI_634,25805,bambi,15.63769797,16.8411991,18.18191173,1.29E-05,0.000117667,2.363285,2.363285,1.1160333,1.1989573,-1.0052252,1.0715272,1.0212739,1.119576,2.363285
BCL2L1_21647,598,abalon;bcl2l1,18.3805129,20.86004471,24.34763326,2.64E-06,2.91E-05,1.9405438,1.9405438,1.0118915,1.019006,-1.0489029,1.0151744,1.2112598,1.4454559,1.9405438
BDH1_674,622,bdh1,14.46833691,16.02689279,16.98308539,0.001221387,0.006356763,-2.7943532,2.7943532,1.1147768,1.0315853,1.0249175,-1.3902581,1.0089513,1.0904739,-2.7943532
BHLHE40_689,8553,bhlhe40,17.67359638,19.71893795,27.24858575,0.008911515,0.031604333,-1.757862,1.757862,1.2551061,1.2703091,-1.2097138,1.2899634,1.1716571,1.4002519,-1.757862
BLOC1S2_28331,282991,bloc1s2,25.99685459,32.86181367,47.62960727,0.007777347,0.02846367,1.5099897,1.5099897,1.0778164,1.0479512,1.1633457,1.0788164,1.2115777,1.0843847,1.5099897
BPHL_28205,670,bphl,20.0564881,23.10341555,27.54492489,2.52E-05,0.000207193,-1.7464707,1.7464707,-1.0852933,-1.0775328,1.0658355,-1.1272099,-1.1115792,-1.2537984,-1.7464707
C1QB_12721,713,c1qb,4.48175403,6.060545289,9.640632618,3.45E-05,0.000276402,-2.3755357,2.3755357,1.0386437,-1.0106127,1.2558041,-1.5746989,-1.4513912,-2.3755357,-2.2486496
C1QBP_10605,,c1qbp,19.33652235,23.30529062,30.03571032,0.000832143,0.004602291,1.6707819,1.6707819,1.0197358,1.2062595,1.0292603,1.093463,1.0856398,1.440752,1.6707819
C1R_871,715,c1r,16.26325044,17.5229669,18.4738469,2.19E-14,2.19E-12,-3.5837896,3.5837896,-1.0472165,1.0689464,-1.0154636,-1.0305599,-1.410715,-1.2214285,-3.5837896
C1S_20607,716,c1s,16.89299516,18.0050322,19.32650887,2.82E-12,1.62E-10,-2.8365476,2.8365476,-1.0145693,1.0068432,1.0631313,-1.0648109,-1.2943987,-1.3799598,-2.8365476
C3_886,718,c3,21.9732389,22.88033528,24.46241324,2.70E-07,4.12E-06,-1.7739735,1.7739735,1.0331013,1.1406405,-1.0043411,1.1234065,-1.1591352,1.0043385,-1.7739735
C3AR1_16101,719,c3ar1,9.092531604,12.04958396,20.13992241,0.002980915,0.013055757,-2.560832,2.560832,1.1818649,-1.2746941,-1.1546111,-1.2530726,1.6190645,-2.560832,-1.7299296
C5_890,727,c5,23.87502752,26.49710003,32.95707887,0.002252921,0.010259749,-1.5073857,1.5073857,-1.0269313,1.0324105,1.0575527,1.0499593,-1.2278627,1.18098,-1.5073857
CAT_999,847,cat,29.61808484,33.36618324,38.48381194,1.54E-06,1.82E-05,-1.6446495,1.6446495,-1.0342705,-1.0377,1.1129822,1.1325097,1.0461558,-1.2122563,-1.6446495
CAV1_20077,857,cav1,3.69893329,4.9507741,7.895151576,0.002102631,0.009713309,-1.7364452,1.7364452,1.2261237,-1.0029496,-1.0014607,-1.055416,-1.7274059,-1.7364452,-1.6081749
CAV2_15304,858,cav2,31.92879178,80.04317608,658.1189336,0.001571937,0.007684737,-2.3275235,2.3275235,-1.4638,-1.8125572,-1.6491642,-2.043835,-2.3275235,-2.104666,-1.0389465
CCL14_11163,348249,ccl14;ccl15-ccl14,9.528377726,11.19907892,13.85060152,9.09E-05,0.00067511,2.3897178,2.3897178,-1.1478906,-1.2645783,1.1564183,1.0100981,-1.1860605,1.3907958,2.3897178
CCL15_25622,348249,ccl15;ccl15-ccl14,11.25503593,12.49903589,14.1934541,3.32E-13,2.42E-11,3.8114421,3.8114421,-1.0114841,-1.0357217,1.0492849,-1.2318959,-1.2134304,1.4555669,3.8114421
CCNH_1083,,ccnh,15.79444624,18.82783659,23.70458724,0.001192056,0.006224318,1.7046194,1.7046194,1.084736,1.0305777,1.0543302,1.0425774,1.0846151,1.4093611,1.7046194
CCT5_23696,,cct5,22.03646703,24.88668682,29.13821493,2.06E-05,0.000175984,1.7444054,1.7444054,1.0146041,1.0651375,-1.0692581,-1.0206246,-1.0026072,1.1554312,1.7444054
CCT6A_22369,,cct6a,28.26248072,32.73614597,39.2775368,3.80E-06,3.91E-05,1.5996965,1.5996965,1.2012424,1.0606211,1.0363277,-1.0148791,1.0804771,1.2064301,1.5996965
CD163_14001,9332,cd163,2.559740696,3.308406274,4.637850555,2.27E-07,3.56E-06,-3.3152845,3.3152845,1.4027054,1.1439792,1.0989895,-1.149533,-1.4216577,-3.2457786,-3.3152845
CD320_1116,51293,cd320,8.671578521,10.94520302,15.17443957,0.000900416,0.00489277,2.2663996,2.2663996,1.495541,1.2537975,1.1717373,-1.049201,-1.0130671,1.8763214,2.2663996
CD44_1134,960,cd44,13.60692809,17.28379919,25.42611028,0.00474299,0.01905517,2.1129296,2.1129296,1.1296513,-1.0665233,-1.0777786,-1.3383685,1.6838418,1.2008312,2.1129296
CD55_1141,1604,cd55,5.09468551,5.80929088,6.735953554,6.61E-10,1.80E-08,5.2956386,5.2956386,1.2443637,1.0745955,-1.1422609,-1.0534964,1.849798,1.7919333,5.2956386
CD58_1144,965,cd58,20.59732834,25.86087987,36.76112084,0.001575784,0.007684737,1.6178625,1.6178625,1.0113859,1.0830472,1.0531666,-1.1445086,1.3806587,1.1472086,1.6178625
CDK4_1203,1019,tspan31;cdk4,19.93796322,22.64053955,26.43269553,1.65E-06,1.93E-05,1.6450583,1.6450583,1.0214865,1.0021586,1.0400941,1.0414295,1.1569061,1.4148597,1.6450583
CDK7_1216,,cdk7,16.14825784,18.64417891,22.66080214,2.15E-05,0.000182765,1.8389794,1.8389794,1.2686836,1.0580149,-1.0410916,-1.0161442,1.0811298,1.1901599,1.8389794
CFH_27007,3075,cfh,21.85730839,22.85084172,24.50861316,1.35E-06,1.64E-05,-1.7245313,1.7245313,1.0926472,1.1683581,1.1433566,1.1338873,-1.1168492,1.0392061,-1.7245313
CIDEC_20342,63924,cidec,3.36772882,4.019077228,5.134295924,8.39E-09,1.87E-07,4.156539,4.156539,1.3546827,1.2330264,-1.016709,2.257506,1.6124445,2.5728545,4.156539
CLU_15548,1191,clu,18.72413676,19.34423965,19.73732841,4.70E-07,6.69E-06,-1.9511561,1.9511561,1.1247351,1.2689679,1.0475045,1.1792707,-1.045336,1.0779004,-1.9511561
CMSS1_22063,84319,cmss1,7.102056418,8.189763602,9.642289343,1.51E-07,2.54E-06,3.320093,3.320093,1.5255588,1.1946421,1.0485122,1.3508554,1.1000186,1.9786549,3.320093
CNN3_11840,1266,cnn3,27.57508815,31.95032297,38.4428312,1.08E-05,9.90E-05,-1.5847111,1.5847111,1.0496609,1.0892347,-1.0531701,-1.0264657,-1.2274569,-1.121321,-1.5847111
CRP_15847,,crp,7.918522233,11.06342124,19.06908157,0.000523428,0.003114166,4.0914893,4.0914893,1.1267942,1.6469156,1.2232498,1.4869157,1.0812138,4.0914893,2.0028021
CRYZ_1586,1429,cryz,42.26524657,94.85255926,719.6099294,0.001567432,0.007684737,-1.9170545,1.9170545,-1.2621832,-1.5762726,-1.2520939,-1.4244609,-1.9170545,-1.8909138,-1.1053473
CTNNAL1_1630,8727,ctnnal1,17.0723438,19.38157038,25.01125448,0.000289845,0.001836447,1.7127213,1.7127213,1.013479,1.118605,-1.197192,-1.1745927,-1.5320235,-1.0224121,1.7127213
CTSS_25157,1520,ctss,16.87829303,20.165216,25.73690388,2.34E-05,0.000193948,-2.120886,2.120886,-1.1089642,-1.1088499,1.4129287,-1.2754662,1.5032145,-1.7918321,-2.120886
CYBB_23808,1536,cybb,4.881981298,6.25225743,9.224313139,0.000202029,0.001327261,-3.8781676,3.8781676,1.1363109,1.0120165,1.4398504,-3.607934,1.5911919,-3.8781676,-3.4541929
CYP2C8_15146,1558,cyp2c8,13.69942428,16.86358021,22.51218955,0.010462944,0.036620304,-2.6390693,2.6390693,-1.3892058,-1.3084539,1.0143164,-1.1051135,1.0237355,-1.8303106,-2.6390693
CYP2C9_12062,1559,cyp2c9,32.71628884,41.0235573,56.21713678,0.005029843,0.020007043,-1.5244923,1.5244923,-1.0529634,-1.0587263,-1.0354724,-1.0441295,-1.3047918,-1.314202,-1.5244923
CYP2C9_1720,1559,cyp2c9,26.83929377,33.55881564,46.28542356,0.014811963,0.047851606,-1.5238434,1.5238434,-1.0047954,-1.0403107,-1.023515,-1.0727803,-1.2297057,-1.3412147,-1.5238434
CYP2E1_1722,1571,cyp2e1,6.057035165,6.874402929,7.867656338,3.54E-14,3.34E-12,-21.460789,21.460789,-1.3314289,-1.1395266,-1.1093653,-1.2606289,-1.3613561,-3.1146715,-21.460789
CYP39A1_17915,51302,cyp39a1,3.193623337,4.311045512,6.004272855,5.02E-05,0.000390386,-2.922133,2.922133,1.0942211,-1.0097122,1.0471269,-1.2121649,-1.1017207,-2.922133,-2.008709
CYP3A4_20661,,cyp3a4,2.462961758,3.17630229,4.586266712,6.11E-13,4.08E-11,9.450557,9.450557,-1.3268249,-1.1724586,1.1251999,1.5960599,2.482099,4.2428155,9.450557
CYP3A5_27090,1577,cyp3a5,4.424695698,5.510121062,7.501484272,3.75E-13,2.61E-11,6.4814763,6.4814763,-1.1701405,-1.0697544,1.1490308,1.4156895,1.9582506,3.3832695,6.4814763
CYP4A11_15140,,cypa11,15.66234963,17.14301444,18.23078381,9.45E-10,2.48E-08,-3.176228,3.176228,-1.0236543,1.055826,1.1645252,1.2534909,1.2810938,-1.1759623,-3.176228
CYP4A22_22794,,cyp4a22,16.44079706,17.85733346,18.6861341,1.68E-10,5.09E-09,-3.072976,3.072976,-1.0497893,1.0996162,1.267763,1.5027356,1.2537876,-1.03279,-3.072976
CYP4F2_17490,8529,cyp4f2,8.32129347,8.74382376,9.228722123,4.55E-15,5.21E-13,-4.330511,4.330511,-1.10803,1.046829,1.0247579,-1.0891066,-1.2612824,-1.9302206,-4.330511
CYP51A1_1742,,cyp51a1,10.02058769,10.74490762,11.48555773,0,0,-3.7885509,3.7885509,-1.0286032,-1.2184455,-1.0831331,-1.1331178,-1.172206,-2.4664073,-3.7885509
DAD1_1749,1603,dad1,27.18824782,33.04437046,43.80430102,0.003093019,0.013400296,1.5033525,1.5033525,1.0810602,1.0998975,-1.0589042,1.0261482,1.1389648,1.1235988,1.5033525
DDC_18548,1644,ddc,2.64504407,4.080824524,6.997844093,2.05E-06,2.31E-05,-2.3372207,2.3372207,-1.0091704,-1.0058936,-1.062629,-1.2958177,-1.3668472,-2.3372207,-2.0377467
DDC_27100,1644,ddc,4.192046357,5.245535652,7.780660498,2.94E-06,3.21E-05,-2.0654168,2.0654168,-1.0471809,1.1254166,1.0869869,1.022035,-1.4049062,-1.9624174,-2.0654168
DDIT3_16736,1649,ddit3,5.993031495,6.820976561,7.906510532,1.51E-08,3.09E-07,3.8034534,3.8034534,-1.1521428,-1.4607561,-1.0963678,1.2097294,-1.2373366,1.8298248,3.8034534
DDX10_1808,,ddx10,13.76107148,21.01378237,63.29060441,0.014511294,0.04718378,1.5790977,1.5790977,1.5377785,1.4093477,-1.131215,1.0650119,-1.1939632,1.5790977,1.5001322
DHCR7_17139,,dhcr7,7.293308311,8.511149531,10.47482618,0.000800771,0.004457071,-2.55382,2.55382,-1.1669858,1.0063561,1.0068136,1.2551293,1.3569111,-1.6092458,-2.55382
DNTTIP2_1936,30836,dnttip2,18.57621689,21.47995048,26.25795648,8.18E-05,0.000618148,1.6723105,1.6723105,1.2063149,-1.0156745,1.069315,-1.0271991,-1.0123147,1.1521747,1.6723105
DPYS_16757,,dpys,7.756933738,8.118296756,8.507571938,0,0,-6.2435822,6.2435822,-1.1231214,1.0098313,1.0210295,-1.082816,-1.3390682,-2.1980784,-6.2435822
DUSP1_24234,1843,dusp1,8.449762375,9.495504045,10.92849781,7.09E-07,9.59E-06,3.9083648,3.9083648,1.1824001,-1.0586661,1.0123464,1.1549157,1.047382,2.0294993,3.9083648
DYNLT3_2000,6990,dynlt3,22.71798598,26.90702319,33.65238355,0.0007529,0.004234731,1.5798308,1.5798308,1.0235826,-1.0167855,1.0025907,-1.0979013,1.0758595,1.1609864,1.5798308
EAPP_2012,,eapp,19.6251512,33.28697122,171.5535336,0.00618138,0.023480456,-1.8302833,1.8302833,-1.2393644,-1.8302833,1.153779,-1.0342579,-1.6599729,-1.3093971,1.2618299
EBNA1BP2_2014,10969,ebna1bp2,21.36717595,24.89756091,31.32629535,0.001313966,0.006729355,1.5935107,1.5935107,1.0501385,-1.0582757,-1.1184546,-1.0065318,-1.1593629,1.0715152,1.5935107
EBP_2015,10682,ebp,10.19450355,11.37781475,12.62225233,1.41E-11,6.30E-10,-2.8844085,2.8844085,-1.0554687,-1.1511276,-1.0919865,-1.0500891,-1.1399237,-2.2727106,-2.8844085
ECI1_22689,1632,eci1,28.25636141,32.31911896,38.52699111,1.41E-05,0.000126289,1.5370945,1.5370945,1.0978266,-1.0133293,1.1098318,1.0386987,-1.0613955,1.127672,1.5370945
EEF1B2_14833,,eef1b2,18.07250771,19.90020521,22.27368762,4.46E-10,1.25E-08,2.248428,2.248428,1.1961285,1.2103834,1.0834711,1.16786,1.0718446,1.3880492,2.248428
EEF2_2042,1938,eef2,17.77939781,19.26729939,21.07272074,3.31E-11,1.23E-09,2.4459531,2.4459531,1.120774,1.0978208,1.0390345,1.1571784,-1.0131773,1.5335494,2.4459531
EFCAB14_19164,9813,efcab14,30.17922513,73.56161298,605.5091102,0.003888122,0.016146787,-2.082541,2.082541,-1.2189044,-1.7977387,-1.2789176,-1.6451387,-2.082541,-1.9539402,-1.0446987
EIF2S1_2085,1965,eif2s1,23.80656114,29.35625648,39.67361283,0.000579541,0.003365955,1.5507878,1.5507878,1.2236687,1.0619323,-1.0113692,-1.0327443,1.2100978,1.2294838,1.5507878
EIF2S2_2088,8894,eif2s2,14.61091813,15.93604902,17.58077091,1.58E-07,2.58E-06,2.205158,2.205158,-1.0307565,1.0907831,-1.0583384,-1.0120728,1.0578533,1.1955506,2.205158
EIF3E_2094,3646,eif3e,30.30442563,34.28234652,39.85715853,1.17E-06,1.46E-05,1.5875462,1.5875462,1.1371698,1.0279126,1.0266408,1.0700132,1.088312,1.1304268,1.5875462
EIF4B_2106,,eif4b,24.57446959,27.92248932,32.87929141,2.18E-05,0.000184267,1.5420599,1.5420599,1.0606534,-1.0063608,-1.0081666,1.044505,1.0064739,1.1319933,1.5420599
EIF4EBP1_2107,1978,eif4ebp1,13.03055153,13.94140538,14.97407621,7.96E-12,3.87E-10,2.8203616,2.8203616,1.0620446,1.0006752,1.0620509,-1.0010357,1.0479817,1.3766088,2.8203616
ENOPH1_2156,58478,enoph1,12.10679813,14.21819754,17.62174417,0.000112254,0.000822994,2.0423093,2.0423093,1.2005292,1.0278709,-1.1388041,-1.0905542,1.0759587,1.310091,2.0423093
EPHX2_18456,2053,ephx2,11.4156049,12.35187904,13.46583296,5.97E-11,2.08E-09,-2.479376,2.479376,-1.105107,1.0886934,-1.150211,1.0262866,-1.1808169,-1.7713667,-2.479376
EPS8L3_25915,79574,eps8l3,3.354352385,4.596181701,7.971062845,0.006644247,0.025001709,3.4276845,3.4276845,1.3637257,-1.3786091,-1.1104091,1.1024649,1.0257969,3.4276845,2.4343944
ETFA_2244,2108,etfa,27.45051803,30.81090738,35.12939596,5.32E-10,1.47E-08,1.5485413,1.5485413,1.0699114,-1.0022097,-1.0222572,1.0700167,-1.0385482,1.4726158,1.5485413
EVI2B_24023,2124,evi2b,14.33634545,19.11430823,31.62961318,0.007813937,0.02853244,1.7623111,1.7623111,1.0639173,-1.0178629,1.1573204,-1.3050846,1.7623111,-1.6112405,-1.6690041
EXOSC8_21683,,exosc8,14.2800195,18.23129877,26.59365173,0.015322521,0.049025951,1.9158909,1.9158909,1.1596012,1.3145621,1.1630316,1.2055316,1.2223227,1.2597321,1.9158909
F2_2286,2147,f2,19.71905407,22.09758237,25.16276818,5.22E-09,1.25E-07,-1.8760096,1.8760096,1.1771601,1.0249902,1.0024548,-1.0521785,-1.3263129,-1.2138551,-1.8760096
F5_24874,2153,f5,14.93386711,18.46595567,25.09695139,0.00057645,0.003360182,-1.8212292,1.8212292,-1.2583593,-1.0255735,-1.1504042,-1.1008563,-1.5585176,-1.3436847,-1.8212292
FAM96B_26073,,fam96b,17.95630052,20.52701958,24.2038354,4.20E-06,4.26E-05,1.8792254,1.8792254,1.100115,1.1210431,-1.0434216,1.1250682,-1.0101525,1.3826362,1.8792254
FASN_11197,2194,fasn,10.24917327,10.97523913,11.81142483,1.86E-12,1.19E-10,-4.9416265,4.9416265,-1.1167119,-1.1358168,-1.14971,1.0410584,-1.1171821,-1.8213441,-4.9416265
FCER1G_11058,2207,fcer1g,19.56802152,27.0378678,49.0789495,0.005981327,0.022992965,-1.7503772,1.7503772,1.1774262,-1.1150419,-1.047391,-1.3675454,1.6645951,-1.7503772,-1.6205244
